pv_id,global_user_id,time,declaration
h9wwtqrijoh9bm,1353771642919.915776,1353771910727,hellllllllll nice
1232,sp1320157334480,1320157334480,Add more corner desks to your range (and more sturdy-looking ones)
hb9at06v673xvo5,1356526149812.395784,1356697766411,get more sizes
922fef34-53b0-11e1-b6db-cde4ec4e037e,1328853139012.8e7becdcecac,1328855479381,we liked it a lot it is a nice collection.
hab3amp7njobs7,1354023419675.353696,1354630110686,a better preview on the look that the models are wearing would be great!
h66m3ccvi6w8w2,1345651231160.246293,1345651515101,easy to see other colours
h9g8yet90uus410,1352764317236.933795,1352764405117,different views on clothing.
h042rambekgekgekg,1332437229308.755370,1332437347257,i like the quality of product photos
395,ts1320157334480,1320157334480,it would be easier when you are searching for specific things to be able to select more than one option&#44; for example&#44; dresses and jackets
hem5kvfo3436ah6pg,1364005172375.81677,1364005573827,Be great if you can select more items on the search bar on the left ...
hb9kdsmzlno1yw,1356713828390.884461,1356713722493,nothin reallyt x
hak79wih7q235tc,1355092989736.31508,1355181913615,firstly this was my first order with your company(and my last!) secondly you failed to contact me so i could explain the situation even
hb5h62wpm1633uo,1356465951138.677828,1356466638482,lower price
1321,sp1320157334480,1320157334480,Great site and easy to use
hayjlfb3cgdjb21,1356047322374.710336,1356047426571,GORGEOUS
75,ts1320157334480,1320157334480,cheaper prices pls
hfcyvzyv4wq97gl,1365626704550.288743,1365626745500,allow the option to put shoes in order of price
h0sdz87qekgekgekg,1330114929216.e7c961fec4a2,1333907400033,I like the way it is designed.
h7jf811ytuz73s,1348602165333.891298,1348602752498,Pity my size was out of stock already = i only saw pics yesterday!
h9qtfh0p791gos,1353403167039.54065,1353403466908,I would like to see the prices in euro's if that's possible : )
hfikj1rw4bg5ue,1365965399132.719520,1365965561384,Dr Martens Adam Penny Loafer Shoes
h4h2vsl6zk2keb,1341930686956.535465,1341930810266,Love your Aqua flat espadrille batik canvas <3
hatu8hurfiehux,1355762591221.834664,1355763208396,The prices could be a little cheaper as i find it a bit pricey on certain things.
hbfkzx48dlb9455,1351340195608.892984,1357077695816,i would like you to ship to Norway
hexejxwt6k1shh,1364685553260.386346,1364685745685,to improve u shpld match  cloths eg what to wear with
h2nkomkm83141q9l0,1337957787137.167768,1337969761092,lower delivery charges
238,ts1320157334480,1320157334480,I like how it is set out&#44; however&#44; you could have a wider range on clothes choice
1228,sp1320157334480,1320157334480,A price list for printing services in store would be very useful - if it is anywhere on the website I can't find it!
haa1rxey71m6p9,1353522595415.820735,1354566501017,I am from the channel islands and for some reason your website is not letting me buy anything.
d97bcba8-2f9f-11e1-bf4d-fd766c065d88,1324889706921.878708,1324890886237,display pictures need to be bigger:)
hbmph9q4pn9pf0z,1357508390569.363517,1357508525085,The sale prices are too high to be on sale.
467,ts1320157334480,1320157334480,lower the prices pleeeeeeeeease!!!
h4h158uy34tgbb,1341927294264.366025,1341927795924,snack backs
hb6ffqm7b14f910,1336320460256.92322,1356524197337,shutup
h5avpqtlkmyn1be6z,1342630863226.168077,1343732679024,have spent an hour shopping and when I wanted to go to checkout my shopping bag was empty!!
hc542xod9e74hi77b,1358621228940.42929,1358621509117,Everything is perfect about your site and clothes.
hcivj9k3bnpa2j9,1359453508607.589114,1359453582089,Deliver my skirt
h3fuezyiekgekgekg,1339678944881.346969,1339679325015,The navigation is not very user friendly and it requires too many click-throughs to get to what you want
h5bbexrd3spoi7s,1343756584376.245420,1343759048707,This is an amizing site!!!!!
hekbqll76ue4cqn,1363894540118.697181,1363894755753,make it cheaper i cant afford anything
h3cmu3lsbl8a2c,1339485086625.682515,1339488221950,the site is getting very slow to access with more and more .teachnical problems.
hb7whx9u77vw2z4,1349611243097.4bd0b486619f,1356613444318,low-high price search
hadvv0nmk22usj,1354798179967.607665,1354798185954,decrease the price of the products
hf5g9hle46q4w5xj,1365171764158.18730,1365274660488,It look like an expensive e-store love it!
hav66wpddh9ef2ax5,1355843259802.163928,1355845536688,would be better if pop up questionnaires didn't appear all the time.
haz531lb84wuyef,1356083011383.993204,1356083694223,I would really love my Mum and my Son to receive the Red Robin flowers and the Hamper today.
h7md86hv6lf5w5eb,1348776302285.90491,1348780804550,it is not working
63610078-256d-11e1-b977-897f0567cf3c,1323768472805.868446,1323768799135,larger images of garments
h3vtfezx78r3bt,1340643392420.88987,1340645180115,i think you guys could benefit a lot from using models for the clothing.
haqrbk0t0pssywn,1355576483629.742827,1355576846712,Have more windcheater jackets
hf5r3pae99shd41,1353606441440.660989,1365190159657,I LOVE IT ALL
65bbb747-3c40-11e1-93b3-654c7b69dd77,1320659380901.567807,1326278370894,Very good clothes
169,ts1320157334480,1320157334480,get the original colours of the katz back in stock please :)
hc6azrp1jiingi,1358693416220.801697,1358693465110,poopoo
he8kndoyz44fn4,1363184063030.204574,1363184237628,I don't really like it.
hda2rnmtqduvcn,1361098214975.254068,1361098872507,The website does not respond well when I have multiple items in my cart and I would like to change the size or remove an item.
hfhjy5zzk7w618o,1365903886344.315453,1365904067365,xs should be shown aswell
h0uy9b2qekgekgekg,1320689147152.e5696e9dcc86,1334062413908,Free shipping for every country would be great.
hak1h1dpay5yl1l0,1355169808527.55769,1355170439136,use models
hcgebyh0jh7hf5,1359302312024.950823,1359303961731,show models wearing your clothes
h8zw56tshw5vx6,1351774522835.601821,1351775551742,click and resrve in a store
h653a2e3oyj22t,1345554551929.240294,1345559448145,delivery to local store in northeast Sunderland or newcastle
habe3jd4cuq4ico,1322154069546.507217,1354647510040,Our order was apparently delivered last Thursday 29th November.
h8xdjd6sgf7apo,1351622837531.799424,1351623387313,make it more visble to tell whats male and female products it can be very confusing as my laptop keeps going to female cloths not male.
h6pdsu9kkepf7oq,1346786310968.292661,1346786339460,sod off
hdpr3gx36x25e60q,1362046055937.578534,1362046026696,i like very blue flowers
hdwhm7aotm0136,1362453111817.886504,1362453510477,telling the length of the crystal stone necklace made with swarovski elements ($250.00)
hdzp6fxsnzdv3uz,1362647516321.736845,1362647537914,Very frustrating site at times so slow !
hfo4wovllfgqvq,1366301948982.182790,1366302069959,too expensive!!
hdst3fmczqbqxon,1362230814508.570009,1362230970351,The website appears poorly designed and is hard to navigate.
1301,sp1320157334480,1320157334480,for goodness sake a stationer that has no jiffy bags&#44; thats a joke right!!
hdeh97rws1dqu37k,1361364170708.794497,1361364618549,I like the fact that you have a wide range of items.
494,ts1320157334480,1320157334480,Do a value range or a teen affordable one
gz9o0gxjbitl3jj00,1330595962627.a741af78b530,1330598727412,may be improved by showing items in australian dollars
habankskkit8dmf,1347217328568.25966,1354641695148,to expensive
905dcc54-3569-11e1-a247-59e099b24c2c,1322783588465.234278,1325526352740,when browsing e.g.
hckxt76i0oedqpp,1359578277090.414931,1359578424315,improve on customer services as i have left so many messages and no one calls me back.
h8d4n08bad67gsvw,1350398660908.233467,1350403262597,the video of the products was nice and improve prices ;)
h7lxpprwasao6e,1348754555350.340093,1348754740074,nothing as everything is perfect
har9w0zn2e2jlyk,1355607737743.210681,1355608271788,stop sending me this obtrusive message.
hfktvq9ec9pgc85,1366086064543.997444,1366102097267,make picture 3D
hazgvilniadu3u,1356103126584.280209,1356103316524,Very happy with site
hamy87sd0uednda,1355346330159.133826,1355346410393,cheaper clothes pls
hf3nyncan2bf2,1365063509210.821424,1365064297433,i like the various products
hcr0n6smui2v92,1359945756905.812778,1359945881049,GET MORE MAKEUP!!!
h7pxh6izy9ar9a5h,1348996118622.405428,1348996193637,nothing
hdq965yo0rd90wl,1362076474753.628230,1362076724011,you ask for advice on your website too much
heu9k82j5jj7v7p,1364495779543.917491,1364495838702,lower the prices
h7nptvjsn6vtdov,1348862189486.c4f29492152b,1348862406810,more girls kids shoes
h9xs9jpqj924u2,1353824607693.136776,1353824860108,the website is great.
h4vh0l2qmg06b1t5,1342032698286.705776,1342801202107,you need to update your website in time if there is any changes
hfa2mbxth9az26,1365451580420.592120,1365451660302,get better shoes
h7gfn04tk7o0o0,1337712538367.30acde0a355d,1348422400020,more size availibility
h58bwde65iv17m,1342738854423.771832,1343578503127,you should have a 'quick shop'  so that we dont have to always go on the item link.
hbjumjcf1a6j265,1357335160578.430345,1357336065572,Just looked through a couple of pages and thought it was great   Well done.
hau9jva0rt2e8x,1355788535393.787118,1355788837711,i would like more incentives for greene king employees as i am a greene king employee.
h0xo6l6lekgekgekg,1334226499272.971792,1334226836033,it would be nice to read other customers comments about merchandise
h5wqfflz25af10,1341423989631.396822,1345054607807,nothing you'rebrilliant!
hdy41dcsqa0izm,1362536155225.147866,1362551643138,When the bouquet is upgraded it doesn't say how many extra flowers are added.
h6i5dxgigkez0y,1342801740848.220262,1346349116709,i like that you can find things easily
hbh2kmkiylppua,1357167620810.359096,1357167673202,Reviews...I bought it in store
hak6wf4tqyu4cb9,1355179432804.606681,1355179697561,special offers such as 10% off
h0euxf2jekgekgekg,1328043022050.263278,1333089366388,price price price
hanm5b9lq2izd35,1354817302220.541672,1355387361963,Having completed a five star review.
hd80b4w0ds6dt5yh,1360973092030.501147,1360973318836,Net-a-porter does this and it is so handy
h9u7tgvgli78kt,1353608172379.456828,1353617201225,cheaper prices
hc7r330j3o9gs8qu,1358681641698.129824,1358781055970,You can improve the product information and images you use as the product I received differed greatly from the product I chose online.
hdoxuduebybe5xf,1361996965921.650478,1361996986355,easy to find what you are looking for!
h2ca40ijekgekgekg,1337286685484.473295,1337286958950,next day and saturday deliveries
hcnjq9tmmv99y8,1321106456876.2a21d421110d,1359739208554,Maybe something fun like a random item generator i.e.
h6niboal8ktrwls,1346672067590.48b1628e588b,1346673089446,naked girls
helkila9ghiolv,1350409053376.397239,1363970003705,i like the layout
hah9zto1alhexg5,1355002993411.986553,1355003364408,love it all so amazing i love shopping here!
hdn1gfg6o30go8g,1351521955255.775260,1361882247538,There was no Application form to complete to apply for the vacancies you have.
h73hyngynwlmeb,1347639529719.210425,1347639863153,prices
h30i6w6opwye1c6r1,1338643435385.50946,1338751737273,you fall down on not making it clearer how to order.
h67rweihcm161lf,1342528965542.58bc99cbc098,1345721710196,it's very easy to navigate.
hbky7qza1dc1bdc,1357401985523.99628,1357402421083,have price descending or acceding..
h40u53kyrz6qd8n,1340947692513.508854,1340949130753,mahal maxado..
h5tr75o88sv8m2ix,1343738598612.3d0d4f8c1397,1344874044275,i like the layout and the way the items stand out from the background
h95ded7q24wvr6,1352106629083.708277,1352106703065,IT''S SMELLY:)
1175,sf1320157334480,1320157334480,the flowers are too costly for the Indian market
hc0woqxexq0xhtn,1358366903351.870628,1358367234164,is tihs a legitimate site selling authentic designer products
hdhjn5xyoh4drv,1352477058589.697676,1361550056276,Great
h64mde1g917ao47n,1345530727516.653994,1345532308818,It's very easy to navigate.
helgi70o242gcpw,1363963254789.243396,1363963476086,dddddd
h4iu35bd9g5jui,1342035576839.893943,1342036888135,delivery discounts
hbijs87ydpzjkef,1350814623151.94e7cb2628a2,1357257055703,range and availability of tall clothing
hbn6tbtf63708w8,1357266201715.152071,1357537681532,Show a little bit more of items per pages
ha64gcfestd4gg,1354328891114.584018,1354271281498,your site it's ok
hah89e32ip79fx,1355000405855.747768,1355000662690,It is really  handy.
ha7dmntq0dvnmzh,1354404655077.492949,1354404817484,nothing..can i have a job please ?
haw8xsgtxv7tep,1355908477171.882007,1355908923670,When I try to contact you by email to tell you about this problem (which has been happening for over 2 weeks) I'm directed to the home page again.
hb7rpz3ob8d6bn5,1349984151284.b557fb34a232,1356605304758,you could put a place where customers can check if an item is in stock in different stores
hfl2w91b2hbd89ac,1351072240959.463294,1366117445228,more nicer dresses would be nice please
hcolewonb264g0ag,1359799333350.647556,1359799390735,esdrtfgyhujk
1178,sf1320157334480,1320157334480,Sort by price / popularity
h9v8r5vy0v8c5u5,1353670987025.329657,1353671487034,Everything don't change a thing
he0dxz1a62hub7w,1362689028271.309287,1362689212119,it looks pretty pedestrian
h74stz62fus2ap,1347718525554.0f1179628545,1347718607042,cheaper prices or more shoes in sale
hcz2k04yash8oymy,1360432751612.15025,1360432837544,LOWER YOUR PRICES!!
hcn2idvb2ycg0h,1359707092735.777688,1359707333979,look great..
hbwbpk5b8jay0k,1338320765519.371477,1358090943443,tops / skirts
h7k6j4p696m9h,1348351432858.800577,1348648803659,apparently you can't choose Germany as an Address...
h4a0p0e068962k2,1327093750234.616520,1341503869454,site good.....b
he0ddtkrcsjc17t,1362688157375.472404,1362688158473,Easy to use
hf4xr3idyk7jtk,1363368763391.542733,1365141180848,fddfh
hb7166ir45ah086,1352744646837.331346,1356560657133,ADD MORE ITEMS TO THE SALE.
he9wme5kb9r51l,1363264638193.788272,1363264895621,MUCH MORE FIT INFORMATION AND WHAT THE CLOTHING LOOKS LIKE ACTUALLY ON.
h7rn8ggad5z86m,1349099746364.99bd29f1a179,1349099981579,availability of sizes (no mediums available in items i like)
h9ygsonx6ljwzbm2,1344985690895.5df493298632,1353865983121,fdbdfb
h4ydh2brr8d2k8,1341183049742.495431,1342976599684,Your website is slow.
hcomjh9bdq108p,1359801226269.521540,1359801280772,ghahahah
hb5kcgcid7yl9v,1356471878567.622474,1356471942726,dont bring this messege up
hdrui2luhs764up,1354277693080.809258,1362172772888,prices
hff7c56ddgs2jne,1361618745236.158645,1365761871381,otherwise i love it!
h9jxedo4r593i6,1352986788043.994451,1352986847659,i love japan
hdufdlmtnqot2v4,1352732599714.535080,1362328824542,lower prices :/
hdpqxrzxsn08qu,1361987584667.386590,1362045884947,I don't think this site needs to improve.
hbruf9wu6qkx1vp,1357818578677.470302,1357819229544,pricess !!!!!!!!!!
800,ts1320157334480,1320157334480,Which shops stock maternity on store locater
hc65ho257wkb1z3,1353418741609.340873,1358684568037,So i think next to the sizes you could have how many items are left so people know when to buy it.
